Dec,01,10,0,8,11,-22
Dec,02,0,0,0,89,-39
Dec,03,18,0,5,94,-39
Dec,04,0,0,0,6,-72
Dec,05,0,0,0,0,-89
Dec,06,3,0,3,72,-72
Dec,07,0,0,0,0,-94
Dec,08,10,0,0,117,0
Dec,09,91,0,0,128,-6
Dec,10,0,0,0,11,-39
Dec,11,0,0,0,39,-56
Dec,12,0,0,0,56,-6
Dec,13,0,0,0,94,6
Dec,14,69,0,0,161,-17
Dec,15,20,0,5,-17,-106
Dec,16,10,0,15,-56,-100
Dec,17,0,25,3,-33,-61
Dec,18,86,25,0,11,-50
Dec,19,71,0,0,128,-11
Dec,20,0,0,0,28,-89
Dec,21,0,0,0,-89,-150
Dec,22,0,0,0,-56,-156
Dec,23,254,0,0,33,-56
Dec,24,51,0,0,56,-56
Dec,25,0,0,0,17,-89
Dec,26,0,0,0,189,11
Dec,27,462,0,0,200,6
Dec,28,0,0,0,89,-11
Dec,29,0,0,0,139,11
Dec,30,0,0,0,189,-17
Dec,31,0,0,0,-11,-67
Jan,01,0,0,0,61,-56
Jan,02,0,0,0,83,-11
Jan,03,0,0,0,161,39
Jan,04,0,0,0,144,-50
Jan,05,0,0,0,-11,-72
Jan,06,3,0,0,6,-28
Jan,07,0,0,0,50,-11
Jan,08,0,0,0,17,-61
Jan,09,0,0,0,161,0
Jan,10,5,0,3,117,-50
Jan,11,0,0,0,56,-61
Jan,12,0,0,0,61,-50
Jan,13,0,0,0,22,-94
Jan,14,0,0,0,44,-144
Jan,15,0,0,0,-106,-178
Jan,16,0,0,0,-89,-178
Jan,17,0,0,0,72,-89
Jan,18,0,0,0,33,6
Jan,19,0,0,0,11,-78
Jan,20,0,0,3,-11,-78
Jan,21,0,0,0,89,-72
Jan,22,0,0,0,144,-39
Jan,23,0,0,0,67,-44
Jan,24,0,0,0,-44,-122
Jan,25,18,0,23,-78,-106
Jan,26,43,25,25,-67,-94
Jan,27,107,51,89,-72,-83
Jan,28,20,152,36,-28,-111
Jan,29,0,152,0,22,-61
Jan,30,0,102,0,11,-67
Jan,31,0,76,0,128,-83
Feb,01,0,25,0,83,6
Feb,02,0,0,0,44,-33
Feb,03,0,0,0,-6,-133
Feb,04,0,0,0,-39,-128
Feb,05,0,0,0,72,-78
Feb,06,0,0,0,189,-11
Feb,07,0,0,0,211,122
Feb,08,0,0,0,144,11
Feb,09,25,0,0,217,44
Feb,10,112,0,0,217,111
Feb,11,310,0,0,139,39
Feb,12,0,0,0,139,17
Feb,13,3,0,0,106,39
Feb,14,0,0,0,50,-33
Feb,15,0,0,0,33,-44
Feb,16,0,0,0,50,-67
Feb,17,0,0,0,72,-6
Feb,18,0,0,0,122,-11
Feb,19,0,0,0,-6,-72
Feb,20,0,0,0,67,-67
Feb,21,8,0,3,83,-33
Feb,22,0,0,0,17,-72
Feb,23,0,0,0,33,-72
Feb,24,0,0,0,94,-11
Feb,25,0,0,0,211,17
Feb,26,135,0,0,200,67
Feb,27,0,0,0,67,-6
Feb,28,0,0,0,0,-39
Mar,01,0,0,0,6,-50
Mar,02,0,0,0,0,-67
Mar,03,0,0,0,22,-83
Mar,04,0,0,0,150,-33
Mar,05,0,0,0,206,67
Mar,06,0,0,0,278,161
Mar,07,0,0,0,250,172
Mar,08,0,0,0,239,50
Mar,09,18,0,0,133,28
Mar,10,124,0,0,267,11
Mar,11,0,0,0,28,-33
Mar,12,0,0,0,17,-44
Mar,13,0,0,0,89,-44
Mar,14,0,0,0,139,-6
Mar,15,0,0,0,161,39
Mar,16,0,0,0,211,78
Mar,17,0,0,0,261,100
Mar,18,74,0,0,211,94
Mar,19,0,0,0,144,50
Mar,20,0,0,0,139,11
Mar,21,10,0,0,156,61
Mar,22,0,0,0,206,94
Mar,23,0,0,0,239,133
Mar,24,137,0,0,211,111
Mar,25,0,0,0,156,56
Mar,26,0,0,0,172,83
Mar,27,0,0,0,133,56
Mar,28,290,0,0,72,17
Mar,29,94,51,46,100,6
Mar,30,0,0,0,189,0
Mar,31,25,0,0,167,72
Apr,01,0,0,0,183,44
Apr,02,61,0,0,167,56
Apr,03,0,0,0,150,33
Apr,04,0,0,0,189,33
Apr,05,23,0,0,194,28
Apr,06,10,0,3,61,17
Apr,07,0,0,0,117,6
Apr,08,0,0,0,172,22
Apr,09,282,0,0,144,17
Apr,10,84,0,0,106,61
Apr,11,0,0,0,150,11
Apr,12,33,0,0,122,33
Apr,13,127,0,0,111,61
Apr,14,0,0,0,89,56
Apr,15,0,0,0,172,22
Apr,16,0,0,0,172,56
Apr,17,0,0,0,233,72
Apr,18,58,0,0,217,122
Apr,19,114,0,0,172,111
Apr,20,3,0,0,189,67
Apr,21,0,0,0,167,50
Apr,22,0,0,0,239,67
Apr,23,0,0,0,283,100
Apr,24,0,0,0,322,211
Apr,25,0,0,0,306,222
Apr,26,0,0,0,300,211
Apr,27,114,0,0,239,183
Apr,28,3,0,0,183,117
Apr,29,107,0,0,239,133
Apr,30,13,0,0,211,167
May,01,41,0,0,183,100
May,02,3,0,0,194,106
May,03,0,0,0,189,117
May,04,0,0,0,217,106
May,05,5,0,0,244,111
May,06,25,0,0,211,156
May,07,36,0,0,272,156
May,08,170,0,0,228,167
May,09,0,0,0,200,128
May,10,0,0,0,189,94
May,11,0,0,0,228,128
May,12,0,0,0,233,100
May,13,33,0,0,289,178
May,14,0,0,0,239,161
May,15,119,0,0,300,172
May,16,8,0,0,178,100
May,17,0,0,0,189,72
May,18,0,0,0,217,83
May,19,0,0,0,272,128
May,20,0,0,0,278,133
May,21,0,0,0,300,156
May,22,0,0,0,300,189
May,23,8,0,0,289,206
May,24,8,0,0,294,206
May,25,511,0,0,244,183
May,26,18,0,0,283,206
May,27,102,0,0,294,189
May,28,61,0,0,194,156
May,29,0,0,0,272,139
May,30,53,0,0,311,161
May,31,0,0,0,272,139
Jun,01,0,0,0,333,200
Jun,02,234,0,0,311,200
Jun,03,33,0,0,206,150
Jun,04,0,0,0,222,122
Jun,05,0,0,0,261,117
Jun,06,0,0,0,278,167
Jun,07,3,0,0,267,183
Jun,08,53,0,0,300,194
Jun,09,5,0,0,244,167
Jun,10,290,0,0,306,200
Jun,11,36,0,0,283,189
Jun,12,0,0,0,239,172
Jun,13,0,0,0,294,178
Jun,14,0,0,0,267,189
Jun,15,472,0,0,250,194
Jun,16,404,0,0,278,200
Jun,17,0,0,0,339,217
Jun,18,0,0,0,344,256
Jun,19,53,0,0,350,239
Jun,20,18,0,0,328,233
Jun,21,0,0,0,344,244
Jun,22,0,0,0,361,267
Jun,23,0,0,0,356,261
Jun,24,0,0,0,350,233
Jun,25,0,0,0,356,261
Jun,26,0,0,0,344,256
Jun,27,5,0,0,367,233
Jun,28,25,0,0,294,217
Jun,29,0,0,0,328,189
Jun,30,0,0,0,306,194
Jul,01,0,0,0,278,189
Jul,02,0,0,0,289,183
Jul,03,0,0,0,300,178
Jul,04,452,0,0,250,200
Jul,05,20,0,0,244,194
Jul,06,0,0,0,294,178
Jul,07,0,0,0,311,194
Jul,08,0,0,0,317,211
Jul,09,0,0,0,328,211
Jul,10,0,0,0,306,239
Jul,11,0,0,0,322,250
Jul,12,229,0,0,261,200
Jul,13,0,0,0,294,178
Jul,14,0,0,0,278,200
Jul,15,91,0,0,306,222
Jul,16,188,0,0,317,211
Jul,17,0,0,0,256,172
Jul,18,0,0,0,228,172
Jul,19,0,0,0,261,178
Jul,20,0,0,0,289,150
Jul,21,0,0,0,256,194
Jul,22,0,0,0,261,183
Jul,23,0,0,0,306,172
Jul,24,0,0,0,328,189
Jul,25,0,0,0,300,228
Jul,26,0,0,0,294,194
Jul,27,0,0,0,311,194
Jul,28,64,0,0,339,211
Jul,29,20,0,0,278,194
Jul,30,3,0,0,278,206
Jul,31,0,0,0,283,172
Aug,01,23,0,0,261,194
Aug,02,0,0,0,283,183
Aug,03,0,0,0,339,194
Aug,04,0,0,0,311,233
Aug,05,0,0,0,317,217
Aug,06,0,0,0,300,189
Aug,07,0,0,0,317,211
Aug,08,0,0,0,361,244
Aug,09,0,0,0,367,261
Aug,10,64,0,0,311,222
Aug,11,0,0,0,311,217
Aug,12,0,0,0,294,200
Aug,13,0,0,0,306,183
Aug,14,0,0,0,317,189
Aug,15,0,0,0,328,222
Aug,16,28,0,0,328,239
